id	assembly_id	accession	organism	infraspecies	assembly_status	organization	taxid	biosample	coverage	replicon_count	chromosome_count	non_chromosome_replicon_count	contig_count	contig_l50_count	contig_n50_count	scaffold	scaffold_l50_count	scaffold_n50_count	total_length	ungapped_length	genbank_bioproject	wgs_project	submission_date	sequence_release_date	assembly_release_date	id	warning	biosample_id	biosample_accession	biosample_secondary_accession	bioproject_accession	organism	strain	organization	collection_date	geographic_location	latitude	longitude	latitude_and_longitude	host	biovar	description	publication_date	modification_date
133	612068	GCF_000324145.1	Yersinia pestis CMCC348002 (enterobacteria)	CMCC348002	Contig	Beijing Genomics Institute	755922	SAMN02403042	65	0	0	0	846	124	11486	846	124	11486	4571405	4571405	PRJNA47685	ADQT01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	87		2403042	SAMN00115197	SAMN02403042	PRJNA47685	Yersinia pestis CMCC348002	CMCC348002	Beijing Genomics Institute	1998	"Tibet, China"	29.71	89.02		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC348002	2013-11-15	2014-03-07
132	612088	GCF_000324165.1	Yersinia pestis CMCC38001 (enterobacteria)	CMCC38001	Contig	Beijing Genomics Institute	755923	SAMN02403043	69	0	0	0	1030	143	9994	1030	143	9994	4483258	4483258	PRJNA47685	ADQU01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	88		2403043	SAMN00115198	SAMN02403043	PRJNA47685	Yersinia pestis CMCC38001	CMCC38001	Beijing Genomics Institute	1979	"Xinjiang, China"	39.73	76.12		Marmota baibacina	Antiqua	Generic sample from Yersinia pestis CMCC38001	2013-11-15	2014-03-07
131	612108	GCF_000324185.1	Yersinia pestis CMCC42007 (enterobacteria)	CMCC42007	Contig	Beijing Genomics Institute	755925	SAMN02403044	55	0	0	0	1040	148	9179	1040	148	9179	4440824	4440824	PRJNA47685	ADQV01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	90		2403044	SAMN00115200	SAMN02403044	PRJNA47685	Yersinia pestis CMCC42007	CMCC42007	Beijing Genomics Institute	1967	"Xinjiang, China"	44.45	84.62		Marmota baibacina	Antiqua	Generic sample from Yersinia pestis CMCC42007	2013-11-15	2014-03-07
64	643918	GCF_000324205.1	Yersinia pestis CMCC43032 (enterobacteria)	CMCC43032	Contig	Beijing Genomics Institute	755926	SAMN02403045	82	0	0	0	1049	166	8447	1049	166	8447	4512744	4512744	PRJNA47685	ADQW01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	91		2403045	SAMN00115201	SAMN02403045	PRJNA47685	Yersinia pestis CMCC43032	CMCC43032	Beijing Genomics Institute	1980	"Xinjiang, China"	44.18	86.92		Oropsylla silantiewi	Antiqua	Generic sample from Yersinia pestis CMCC43032	2013-11-15	2014-03-07
130	612128	GCF_000324225.1	Yersinia pestis CMCC49003 (enterobacteria)	CMCC49003	Contig	Beijing Genomics Institute	755929	SAMN02403046	71	0	0	0	795	118	11906	795	118	11906	4534555	4534555	PRJNA47685	ADQX01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	94		2403046	SAMN00115204	SAMN02403046	PRJNA47685	Yersinia pestis CMCC49003	CMCC49003	Beijing Genomics Institute	1976	"Xinjiang, China"	43.82	82.53		Citellus undulatus	Antiqua	Generic sample from Yersinia pestis CMCC49003	2013-11-15	2014-03-07
129	612148	GCF_000324245.1	Yersinia pestis CMCC51020 (enterobacteria)	CMCC51020	Contig	Beijing Genomics Institute	755930	SAMN02403047	53	0	0	0	1118	160	8898	1118	160	8898	4420992	4420992	PRJNA47685	ADQY01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	95		2403047	SAMN00115205	SAMN02403047	PRJNA47685	Yersinia pestis CMCC51020	CMCC51020	Beijing Genomics Institute	1954	"Jilin, China"	44.3	123.97		Rattus norvegicus	Antiqua	Generic sample from Yersinia pestis CMCC51020	2013-11-15	2014-03-07
128	612168	GCF_000324265.1	Yersinia pestis CMCC64001 (enterobacteria)	CMCC64001	Contig	Beijing Genomics Institute	755932	SAMN02403048	62	0	0	0	955	140	9926	955	140	9926	4360492	4360492	PRJNA47685	ADQZ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	97		2403048	SAMN00115207	SAMN02403048	PRJNA47685	Yersinia pestis CMCC64001	CMCC64001	Beijing Genomics Institute	1957	"Inner Mongolia, China"	45.05	121.47		Rhipicephalus sanguineus	Antiqua	Generic sample from Yersinia pestis CMCC64001	2013-11-15	2014-03-07
127	612188	GCF_000324285.1	Yersinia pestis CMCC640047 (enterobacteria)	CMCC640047	Contig	Beijing Genomics Institute	755933	SAMN02403049	44	0	0	0	1490	200	6643	1490	200	6643	4305752	4305752	PRJNA47685	ADRA01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	98		2403049	SAMN00115208	SAMN02403049	PRJNA47685	Yersinia pestis CMCC640047	CMCC640047	Beijing Genomics Institute	1964	"Qinghai, China"	36.27	100.61		Human	Antiqua	Generic sample from Yersinia pestis CMCC640047	2013-11-15	2014-03-07
126	612208	GCF_000324305.1	Yersinia pestis CMCC67001 (enterobacteria)	CMCC67001	Contig	Beijing Genomics Institute	755934	SAMN02403050	69	0	0	0	1099	139	9700	1099	139	9700	4340671	4340671	PRJNA47685	ADRB01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	99		2403050	SAMN00115209	SAMN02403050	PRJNA47685	Yersinia pestis CMCC67001	CMCC67001	Beijing Genomics Institute	1959	"Inner Mongolia, China"	42.97	122.35		Human	Antiqua	Generic sample from Yersinia pestis CMCC67001	2013-11-15	2014-03-07
125	612228	GCF_000324325.1	Yersinia pestis CMCC71001 (enterobacteria)	CMCC71001	Contig	Beijing Genomics Institute	755935	SAMN02403051	40	0	0	0	1744	196	6349	1744	196	6349	4254189	4254189	PRJNA47685	ADRC01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	100		2403051	SAMN00115210	SAMN02403051	PRJNA47685	Yersinia pestis CMCC71001	CMCC71001	Beijing Genomics Institute	1961	"Gansu, China"	38.46	94.25		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis CMCC71001	2013-11-15	2014-03-07
124	612248	GCF_000324345.1	Yersinia pestis CMCC8211 (enterobacteria)	CMCC8211	Contig	Beijing Genomics Institute	755938	SAMN02403052	62	0	0	0	797	119	11660	797	119	11660	4417626	4417626	PRJNA47685	ADRD01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	103		2403052	SAMN00115213	SAMN02403052	PRJNA47685	Yersinia pestis CMCC8211	CMCC8211	Beijing Genomics Institute	1982	"Xinjiang, China"	44.67	82.92		Citellophilus tesquorum	Antiqua	Generic sample from Yersinia pestis CMCC8211	2013-11-15	2014-03-07
123	612268	GCF_000324365.1	Yersinia pestis CMCC84033 (enterobacteria)	CMCC84033	Contig	Beijing Genomics Institute	755940	SAMN02403053	44	0	0	0	1055	155	8577	1055	155	8577	4459052	4459052	PRJNA47685	ADRE01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	105		2403053	SAMN00115215	SAMN02403053	PRJNA47685	Yersinia pestis CMCC84033	CMCC84033	Beijing Genomics Institute	1979	"Yunnan, China"	26.53	99.88		Eothenomys miletus	Antiqua	Generic sample from Yersinia pestis CMCC84033	2013-11-15	2014-03-07
122	612288	GCF_000324385.1	Yersinia pestis CMCC84038 (enterobacteria)	CMCC84038	Contig	Beijing Genomics Institute	755941	SAMN02403054	35	0	0	0	2446	325	3830	2446	325	3830	4438544	4438544	PRJNA47685	ADRF01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	106		2403054	SAMN00115216	SAMN02403054	PRJNA47685	Yersinia pestis CMCC84038	CMCC84038	Beijing Genomics Institute	1982	"Yunnan, China"	26.53	99.88		Apodemus chevrieri	Antiqua	Generic sample from Yersinia pestis CMCC84038	2013-11-15	2014-03-07
121	612308	GCF_000324405.1	Yersinia pestis CMCC84046 (enterobacteria)	CMCC84046	Contig	Beijing Genomics Institute	755942	SAMN02403055	76	0	0	0	1137	184	7118	1137	184	7118	4517175	4517175	PRJNA47685	ADRG01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	107		2403055	SAMN00115217	SAMN02403055	PRJNA47685	Yersinia pestis CMCC84046	CMCC84046	Beijing Genomics Institute	1984	"Yunnan, China"	26.53	99.88		Eothenomys miletus	Antiqua	Generic sample from Yersinia pestis CMCC84046	2013-11-15	2014-03-07
120	612328	GCF_000324425.1	Yersinia pestis CMCC87001 (enterobacteria)	CMCC87001	Contig	Beijing Genomics Institute	755943	SAMN02403056	59	0	0	0	870	131	10659	870	131	10659	4510364	4510364	PRJNA47685	ADRH01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	108		2403056	SAMN00115218	SAMN02403056	PRJNA47685	Yersinia pestis CMCC87001	CMCC87001	Beijing Genomics Institute	1982	"Yunnan, China"	24	97.83		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis CMCC87001	2013-11-15	2014-03-07
119	612348	GCF_000324445.1	Yersinia pestis CMCC90027 (enterobacteria)	CMCC90027	Contig	Beijing Genomics Institute	755944	SAMN02403057	55	0	0	0	1102	156	8773	1102	156	8773	4358986	4358986	PRJNA47685	ADRI01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	109		2403057	SAMN00115219	SAMN02403057	PRJNA47685	Yersinia pestis CMCC90027	CMCC90027	Beijing Genomics Institute	1970	"Inner Mongolia, China"	43.85	113.7		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis CMCC90027	2013-11-15	2014-03-07
118	612368	GCF_000324465.1	Yersinia pestis CMCC91090 (enterobacteria)	CMCC91090	Contig	Beijing Genomics Institute	755945	SAMN02403058	93	0	0	0	987	138	9649	987	138	9649	4418766	4418766	PRJNA47685	ADRJ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	110		2403058	SAMN00115220	SAMN02403058	PRJNA47685	Yersinia pestis CMCC91090	CMCC91090	Beijing Genomics Institute	1970	"Inner Mongolia, China"	44.03	114.97		Microtus brandti	Microtus	Generic sample from Yersinia pestis CMCC91090	2013-11-15	2014-03-07
63	643938	GCF_000324485.1	Yersinia pestis CMCC92004 (enterobacteria)	CMCC92004	Contig	Beijing Genomics Institute	755946	SAMN02403059	45	0	0	0	1461	186	6964	1461	186	6964	4264825	4264825	PRJNA47685	ADRK01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	111		2403059	SAMN00115221	SAMN02403059	PRJNA47685	Yersinia pestis CMCC92004	CMCC92004	Beijing Genomics Institute	1957	"Inner Mongolia, China"	42.47	112.95		Ophthalmopsylla kiritschenkoi	Mediaevalis	Generic sample from Yersinia pestis CMCC92004	2013-11-15	2014-03-07
117	612388	GCF_000324505.1	Yersinia pestis CMCC92010 (enterobacteria)	CMCC92010	Contig	Beijing Genomics Institute	755947	SAMN02403060	69	0	0	0	1216	184	7482	1216	184	7482	4384955	4384955	PRJNA47685	ADRL01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	112		2403060	SAMN00115222	SAMN02403060	PRJNA47685	Yersinia pestis CMCC92010	CMCC92010	Beijing Genomics Institute	1971	"Inner Mongolia, China"	42.47	112.95		Spermophilus dauricus	Antiqua	Generic sample from Yersinia pestis CMCC92010	2013-11-15	2014-03-07
116	612408	GCF_000324525.1	Yersinia pestis CMCC93014 (enterobacteria)	CMCC93014	Contig	Beijing Genomics Institute	755948	SAMN02403061	63	0	0	0	993	164	8488	993	164	8488	4507171	4507171	PRJNA47685	ADRM01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	113		2403061	SAMN00115223	SAMN02403061	PRJNA47685	Yersinia pestis CMCC93014	CMCC93014	Beijing Genomics Institute	1970	"Inner Mongolia, China"	43.95	116.08		Microtus brandti	Microtus	Generic sample from Yersinia pestis CMCC93014	2013-11-15	2014-03-07
115	612428	GCF_000324545.1	Yersinia pestis CMCC95001 (enterobacteria)	CMCC95001	Contig	Beijing Genomics Institute	755949	SAMN02403062	52	0	0	0	1361	180	7426	1361	180	7426	4337306	4337306	PRJNA47685	ADRN01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	114		2403062	SAMN00115224	SAMN02403062	PRJNA47685	Yersinia pestis CMCC95001	CMCC95001	Beijing Genomics Institute	1970	"Inner Mongolia, China"	42.32	115		Spermophilus dauricus	Antiqua	Generic sample from Yersinia pestis CMCC95001	2013-11-15	2014-03-07
62	643958	GCF_000324565.1	Yersinia pestis CMCC96001 (enterobacteria)	CMCC96001	Contig	Beijing Genomics Institute	755950	SAMN02403063	82	0	0	0	907	123	11645	907	123	11645	4517589	4517589	PRJNA47685	ADRO01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	115		2403063	SAMN00115225	SAMN02403063	PRJNA47685	Yersinia pestis CMCC96001	CMCC96001	Beijing Genomics Institute	1957	"Inner Mongolia, China"	42.25	116.02		Vulpes vulpes	Antiqua	Generic sample from Yersinia pestis CMCC96001	2013-11-15	2014-03-07
114	612448	GCF_000324585.1	Yersinia pestis CMCC96007 (enterobacteria)	CMCC96007	Contig	Beijing Genomics Institute	755951	SAMN02403064	55	0	0	0	1563	222	5681	1563	222	5681	4303407	4303407	PRJNA47685	ADRP01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	116		2403064	SAMN00115226	SAMN02403064	PRJNA47685	Yersinia pestis CMCC96007	CMCC96007	Beijing Genomics Institute	1989	"Inner Mongolia, China"	42.25	116.02		Meles meles	Antiqua	Generic sample from Yersinia pestis CMCC96007	2013-11-15	2014-03-07
113	612468	GCF_000324605.1	Yersinia pestis CMCC99103 (enterobacteria)	CMCC99103	Contig	Beijing Genomics Institute	755953	SAMN02403065	45	0	0	0	1262	188	7384	1262	188	7384	4409843	4409843	PRJNA47685	ADRQ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	118		2403065	SAMN00115228	SAMN02403065	PRJNA47685	Yersinia pestis CMCC99103	CMCC99103	Beijing Genomics Institute	1970	"Inner Mongolia, China"	39.12	107.97		Meriones unguiculatus	Mediaevalis	Generic sample from Yersinia pestis CMCC99103	2013-11-15	2014-03-07
112	612488	GCF_000324625.1	Yersinia pestis CMCCK100001 (enterobacteria)	CMCCK100001	Contig	Beijing Genomics Institute	755954	SAMN02403066	80	0	0	0	1406	233	6071	1406	233	6071	4520971	4520971	PRJNA47685	ADRR01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	119		2403066	SAMN00115229	SAMN02403066	PRJNA47685	Yersinia pestis CMCCK100001	CMCCK100001	Beijing Genomics Institute	1991	"Yunnan, China"	24.08	98.08		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis CMCCK100001	2013-11-15	2014-03-07
111	612508	GCF_000324645.1	Yersinia pestis CMCCK110001 (enterobacteria)	CMCCK110001	Contig	Beijing Genomics Institute	755955	SAMN02403067	46	0	0	0	1385	190	6935	1385	190	6935	4305250	4305250	PRJNA47685	ADRS01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	120		2403067	SAMN00115230	SAMN02403067	PRJNA47685	Yersinia pestis CMCCK110001	CMCCK110001	Beijing Genomics Institute	1991	"Yunnan, China"	23.92	99.02		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis CMCCK110001	2013-11-15	2014-03-07
110	612528	GCF_000324665.1	Yersinia pestis CMCCN010025 (enterobacteria)	CMCCN010025	Contig	Beijing Genomics Institute	755956	SAMN02403068	66	0	0	0	1016	141	9953	1016	141	9953	4437913	4437913	PRJNA47685	ADRT01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	121		2403068	SAMN00115231	SAMN02403068	PRJNA47685	Yersinia pestis CMCCN010025	CMCCN010025	Beijing Genomics Institute	2000	"Sichuan, China"	33.01	98.06		Microtus fuscus	Microtus	Generic sample from Yersinia pestis CMCCN010025	2013-11-15	2014-03-07
288	369468	GCF_000022805.1	Yersinia pestis D106004 (enterobacteria)	D106004	Complete Genome	"State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention"	637382	SAMN02603871	0	4	1	3	4	1	4640720	0	1	4640720	4812922	4812922	PRJNA36507		2009-11-04 0:00	2009-11-04 0:00	2009-11-04 0:00	309		2603871	SAMN02603871		PRJNA36507	Yersinia pestis D106004	D106004	NCBI	2006	China: Yulong County				Apodemus chevrieri		Sample from Yersinia pestis D106004	2014-01-30	2015-05-18
287	369488	GCF_000022825.1	Yersinia pestis D182038 (enterobacteria)	D182038	Complete Genome	"State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention"	637385	SAMN02603872	0	4	1	3	4	1	4626944	0	1	4626944	4802263	4802263	PRJNA36545		2009-11-04 0:00	2009-11-04 0:00	2009-11-04 0:00	310		2603872	SAMN02603872		PRJNA36545	Yersinia pestis D182038	D182038	NCBI	1982	China: Jianchuan County				Apodemus chevrieri		Sample from Yersinia pestis D182038	2014-01-30	2015-05-18
109	612548	GCF_000324685.1	Yersinia pestis D1964001 (enterobacteria)	D1964001	Contig	Beijing Genomics Institute	755882	SAMN02403069	38	0	0	0	1012	147	9400	1012	147	9400	4389464	4389464	PRJNA47685	ADRU01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	48		2403069	SAMN00115158	SAMN02403069	PRJNA47685	Yersinia pestis D1964001	D1964001	Beijing Genomics Institute	1964	"Qinghai, China"	37.37	101.62		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis D1964001	2013-11-15	2014-03-07
108	612568	GCF_000324705.1	Yersinia pestis D1964002 (enterobacteria)	D1964002	Contig	Beijing Genomics Institute	755911	SAMN02403070	40	0	0	0	1555	207	5806	1555	207	5806	4431847	4431847	PRJNA47685	ADRV01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	76		2403070	SAMN00115186	SAMN02403070	PRJNA47685	Yersinia pestis D1964002	D1964002	Beijing Genomics Institute	1964	"Qinghai, China"	37.37	101.62		Canis faliaris	Antiqua	Generic sample from Yersinia pestis D1964002	2013-11-15	2014-03-07
107	612588	GCF_000324725.1	Yersinia pestis D1982001 (enterobacteria)	D1982001	Contig	Beijing Genomics Institute	755887	SAMN02403071	53	0	0	0	896	146	9539	896	146	9539	4410882	4410882	PRJNA47685	ADRW01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	53		2403071	SAMN00115163	SAMN02403071	PRJNA47685	Yersinia pestis D1982001	D1982001	Beijing Genomics Institute	1982	"Gansu, China"	38.86	99.57		Human	Antiqua	Generic sample from Yersinia pestis D1982001	2013-11-15	2014-03-07
106	612608	GCF_000324745.1	Yersinia pestis D1991004 (enterobacteria)	D1991004	Contig	Beijing Genomics Institute	755892	SAMN02403072	42	0	0	0	1270	185	7111	1270	185	7111	4506081	4506081	PRJNA47685	ADRX01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	60		2403072	SAMN00115170	SAMN02403072	PRJNA47685	Yersinia pestis D1991004	D1991004	Beijing Genomics Institute	1991	"Qinghai, China"	35.03	101.5		Marmota himalayana	Antiqua	Generic sample from Yersinia pestis D1991004	2013-11-15	2014-03-07
301	251481	GCF_000834775.1	Yersinia pestis (enterobacteria)	Dodson	Complete Genome	Los Alamos National Laboratory	632	SAMN03161124	522	3	1	2	3	1	4654228	0	1	4654228	4777968	4777968	PRJNA240106		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	342		3161124	SAMN03161124		PRJNA240106	Yersinia pestis	Dodson	Los Alamos National Laboratory	1967	"USA: Tuba City, AZ"				"Human (male, 4.5 yrs)"	O	Microbe sample Yersinia pestis Dodson	2014-11-04	2015-08-19
105	612628	GCF_000324765.1	Yersinia pestis E1977001 (enterobacteria)	E1977001	Contig	Beijing Genomics Institute	755939	SAMN02403073	54	0	0	0	1183	160	8366	1183	160	8366	4385578	4385578	PRJNA47685	ADRY01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	104		2403073	SAMN00115214	SAMN02403073	PRJNA47685	Yersinia pestis E1977001	E1977001	Beijing Genomics Institute	1977	"Yunnan, China"	26.53	99.88		Ctenophthalmus quadratus	Antiqua	Generic sample from Yersinia pestis E1977001	2013-11-15	2014-03-07
316	207838	GCF_000169695.1	Yersinia pestis biovar Antiqua str. E1979001 (enterobacteria)	E1979001	Contig	TIGR	360099	SAMN02404400	0	0	0	0	75	6	257972	75	6	257972	4847813	4847813	PRJNA17683	AAYV01	2007-03-26 0:00	2007-03-26 0:00	2007-03-26 0:00	255		2404400	SAMN02404400		PRJNA17683	Yersinia pestis biovar Antiqua str. E1979001	E1979001	TIGR	1979	"Yunnan, China"	26.53	99.88		Eothenomys miletus	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. E1979001	2013-11-15	2014-03-07
104	612648	GCF_000324785.1	Yersinia pestis biovar Antiqua str. E1979001 (enterobacteria)	E1979001	Contig	Beijing Genomics Institute	360099	SAMN02403021	49	0	0	0	941	140	9944	941	140	9944	4516254	4516254	PRJNA47685	ADRZ01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	141		2403021	SAMN00115251	SAMN02403021	PRJNA47685	Yersinia pestis biovar Antiqua str. E1979001	E1979001	Beijing Genomics Institute	1979	"Yunnan, China"	26.53	99.88		Eothenomys miletus	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. E1979001	2013-11-15	2014-03-07
324	185841	GCF_000705315.1	Yersinia pestis EBD10-058 (enterobacteria)	EBD10-058	Contig	Public Health Agency of Canada	1348062	SAMN02207408	52	0	0	0	581	115	12205	581	115	12205	4542680	4542680	PRJNA208841	ATWT01	2014-06-12 0:00	2014-06-12 0:00	2014-06-12 0:00	244		2207408	SAMN02207408		PRJNA208841	Yersinia pestis EBD10-058	EBD10-058	National Microbiology Laboratory	2010	"Canada: Grasslands National Park, Saskatchewan"			missing	Cynomys ludovicianus	Orientalis	Clinical or host-associated pathogen sample for Yersinia pestis EBD10-058	2014-06-12	2015-05-15
303	251341	GCF_000834495.1	Yersinia pestis (enterobacteria)	El Dorado	Complete Genome	Los Alamos National Laboratory	632	SAMN03145064	688	4	1	3	4	1	4662886	0	1	4662886	4838262	4838262	PRJNA240085		2015-02-09 0:00	2015-02-09 0:00	2015-02-09 0:00	339		3145064	SAMN03145064		PRJNA240085	Yersinia pestis	El Dorado	Los Alamos National Laboratory	2002	"El Dorado, New Mexico, USA"			Unknown	Human	O	Pathogen: Yersinia pestis El Dorado	2014-10-28	2015-08-07
325	127841	GCA_000590535.1	Yersinia pestis EV NIIEG (enterobacteria)	EV NIIEG	Contig	RusRAPI	1455696	SAMN02598688	110	0	0	0	298	50	30606	298	50	30606	4457935	4457935	PRJNA234351	JBOL01	2014-03-12 0:00	2014-03-12 0:00	2014-03-12 0:00	305		2598688	SAMN02598688		PRJNA234351	Yersinia pestis EV NIIEG	EV NIIEG	"Russian Research Anti-Plaque Institute ""Microbe"""	1941	Russia: Research Institute of Epidemiology and Hygiene						General Sample for Yersinia pestis	2014-01-28	2014-06-09
331	82221	GCF_000324805.2	Yersinia pestis EV76-CN (enterobacteria)	EV76-CN	Scaffold	Beijing Genomics Institute	665028	SAMN02403074	59	3	0	3	474	70	19846	445	70	19846	4336975	4336975	PRJNA47685	ADSA02	2013-11-26 0:00	2013-11-26 0:00	2013-11-26 0:00	123		2403074	SAMN00115233	SAMN02403074	PRJNA47685	Yersinia pestis EV76-CN	EV76-CN	Beijing Genomics Institute	>1922	China: Lanzhou	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis EV76-CN	2013-11-15	2015-02-20
271	468431	GCF_001261985.1	Yersinia pestis (enterobacteria)	EV76D	Scaffold	Los Alamos National Laboratory	632	SAMN03816156	314	0	0	0	20	2	1279755	6	1	2915616	4728870	4727470	PRJNA288599	LGRJ01	2015-08-06 0:00	2015-08-06 0:00	2015-08-06 0:00	364		3816156	SAMN03816156		PRJNA288599	Yersinia pestis	EV76D	Los Alamos National Laboratory	Unknown	Unknown					O	Microbe sample from Yersinia pestis E76D YPW_3	2015-07-29	2015-07-29
102	612688	GCF_000324825.1	Yersinia pestis F1946001 (enterobacteria)	F1946001	Contig	Beijing Genomics Institute	755907	SAMN02403075	44	0	0	0	1383	169	7517	1383	169	7517	4463713	4463713	PRJNA47685	ADSB01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	72		2403075	SAMN00115182	SAMN02403075	PRJNA47685	Yersinia pestis F1946001	F1946001	Beijing Genomics Institute	1946	"Fujian, China"	26.58	118.75		Human	Orientalis	Generic sample from Yersinia pestis F1946001	2013-11-15	2014-03-07
101	612708	GCF_000324845.1	Yersinia pestis F1954001 (enterobacteria)	F1954001	Contig	Beijing Genomics Institute	755890	SAMN02403076	71	0	0	0	1058	177	8022	1058	177	8022	4521000	4521000	PRJNA47685	ADSC01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	56		2403076	SAMN00115166	SAMN02403076	PRJNA47685	Yersinia pestis F1954001	F1954001	Beijing Genomics Institute	1954	"Yunnan, China"	25.48	100.56		Rattus flavipectus	Antiqua	Generic sample from Yersinia pestis F1954001	2013-11-15	2014-03-07
100	612728	GCF_000324865.1	Yersinia pestis F1984001 (enterobacteria)	F1984001	Contig	Beijing Genomics Institute	755937	SAMN02403077	40	0	0	0	1467	205	6411	1467	205	6411	4326553	4326553	PRJNA47685	ADSD01	2012-12-07 0:00	2012-12-07 0:00	2012-12-07 0:00	102		2403077	SAMN00115212	SAMN02403077	PRJNA47685	Yersinia pestis F1984001	F1984001	Beijing Genomics Institute	1984	"Yunnan, China"	24.69	97.93		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis F1984001	2013-11-15	2014-03-07
315	208978	GCF_000170275.1	Yersinia pestis biovar Orientalis str. F1991016 (enterobacteria)	F1991016	Contig	TIGR	404214	SAMN02404399	0	0	0	0	107	9	168397	107	9	168397	4892085	4892085	PRJNA17681	ABAT01	2007-05-16 0:00	2007-05-16 0:00	2007-05-16 0:00	254		2404399	SAMN02404399		PRJNA17681	Yersinia pestis biovar Orientalis str. F1991016	F1991016	TIGR	1991	"Yunnan, China"	23.15	99.24		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. F1991016	2013-11-15	2014-03-07
321	206138	GCF_000168835.1	Yersinia pestis FV-1 (enterobacteria)	FV-1	Contig	TGen	375450	SAMN02404406	0	0	0	0	400	80	17036	400	80	17036	4472646	4472646	PRJNA16429	AAUB01	2006-10-13 0:00	2006-10-13 0:00	2006-10-13 0:00	260		2404406	SAMN02404406		PRJNA16429	Yersinia pestis FV-1	FV-1	TGen	2001	"USA: near Flagstaff, AZ"						Generic sample from Yersinia pestis FV-1	2013-11-15	2014-03-07
50	661638	GCF_000382545.1	Yersinia pestis G1670A (enterobacteria)	G1670A	Contig	US Army Edgewood Chemical Biological Center	1291550	SAMN01909378	23	0	0	0	208	38	39359	208	38	39359	4542438	4542438	PRJNA188780	AOSA01	2013-04-25 0:00	2013-04-25 0:00	2013-04-25 0:00	219		1909378	SAMN01909378		PRJNA188780	Yersinia pestis G1670A	G1670A	US Army Edgewood Chemical Biological Center	1979	Georgia: Ninotsminda				Flea		General Sample for Yersinia pestis G1670A	2013-02-16	2013-09-27
